date,open,high,low,close,volume,ticker,log_return,realized_vol_5d,realized_vol_20d,vol_spike_2d
2024-03-20,504.89109332775615,509.6387703610633,504.21564482581135,509.501708984375,69594600,SPY,0.00920690027515027,0.10473271533905339,0.11520767346810255,0
2024-03-21,512.3503269289863,513.0551115347323,510.9015034375711,511.1854248046875,60256100,SPY,0.0032991840335605174,0.09740063324328994,0.09364463522170367,0
2024-03-22,511.09731990824747,511.58677360023546,509.9813511510512,510.2163391113281,79070800,SPY,-0.0018975608196115247,0.06526286396033774,0.09441903182473894,0
2024-03-25,508.8360683316894,509.9618357712417,508.65007353074856,508.8067321777344,48512100,SPY,-0.002766586689553554,0.08008085364613053,0.09382194177118333,0
2024-03-26,510.23588252659715,510.5785359636074,507.465617616324,507.866943359375,65463700,SPY,-0.001848752669900972,0.08060929187610387,0.09455353683856405,0
2024-03-27,510.7057822180554,512.174143263585,508.53257680183424,512.1349487304688,82999800,SPY,0.008368671299903773,0.07541526909126149,0.09719128774064871,0
2024-03-28,512.1741097012416,513.5445440719409,511.7531867321709,512.0370483398438,96294900,SPY,-0.00019117958937221846,0.07282821339817606,0.09719373151125542,0
2024-04-01,512.7810279269447,513.3194149926431,509.9813076393445,511.1462097167969,62477500,SPY,-0.001741308492157304,0.07253458458058547,0.09338271097655229,0
2024-04-02,507.3089515099197,508.0333334121318,505.5860649599207,507.8963317871094,74230300,SPY,-0.006378318500360305,0.08569394799018672,0.09682146910933771,0
2024-04-03,506.7998678758743,509.9617791407422,506.75093445953814,508.4542236328125,59155800,SPY,0.0010978336141221358,0.08501551969042287,0.08795790485428222,0
2024-04-04,512.4776104224978,512.8202041062084,501.944557459695,502.2480163574219,96858100,SPY,-0.012281134907114447,0.08686820103223543,0.0990861271268094,0
2024-04-05,503.60867026854095,509.4625167939743,503.1681500346875,507.4949035644531,74546500,SPY,0.010392614453094275,0.1346702701407815,0.09974885723102472,0
2024-04-08,508.19969971747315,509.2079430704707,506.9662670787009,507.7787170410156,48401800,SPY,0.0005590876748793416,0.13570041318323123,0.09672828984949325,0
2024-04-09,509.52128394193176,509.76601078340246,503.5009797426477,508.3661804199219,68049200,SPY,0.0011562592024508638,0.1283570691627083,0.09652435033273646,0
2024-04-10,502.6492723780832,505.27273662148036,501.288636717629,503.2757873535156,82652800,SPY,-0.010063710661830413,0.14652818639781812,0.09680371141276799,0
2024-04-11,504.80296329585076,508.52279948423035,501.2789205379683,507.07403564453125,70099000,SPY,0.007518714999094101,0.12529181848519264,0.10029030443812055,0
2024-04-12,503.5206029701081,504.94003067337457,498.3421743729088,500.0748596191406,92561100,SPY,-0.013899213388915492,0.13958267968370683,0.11218464307805752,0
2024-04-15,504.26456872904316,504.43096625601453,492.95817044710765,493.8098449707031,92101400,SPY,-0.012607292579112106,0.14968603109920728,0.11834286312169391,0
2024-04-16,494.28947313511503,495.81656619092587,491.6170453505055,492.9092102050781,73484000,SPY,-0.0018255145900239868,0.14256063406899736,0.11590789230606695,0
2024-04-17,495.37608674425394,495.54251414976056,488.59226550978076,489.9920959472656,75910300,SPY,-0.005935739029825513,0.13841948661046305,0.11457649176295939,0
2024-04-18,491.3919594558385,493.49660444266914,488.04408292123793,488.98382568359375,74548100,SPY,-0.0020598476385352087,0.0908465170891004,0.10737655930908334,0
2024-04-19,488.9055122549044,489.90398704424035,483.44319225577453,484.7157897949219,102212600,SPY,-0.008766693866882003,0.07273769911947395,0.10793684813314823,0
2024-04-22,487.3294466640699,491.78349315664354,484.98007493251976,489.1795959472656,67961000,SPY,0.009166975173577011,0.10823413012760988,0.11582848063180524,0
2024-04-23,491.1961606780303,495.4152492396772,488.9936189979829,494.9845275878906,64633600,SPY,0.011796810759102374,0.14549195170973714,0.12582973607459388,0
2024-04-24,495.87531024392956,496.66822281618226,492.5176651664761,494.74957275390625,55928100,SPY,-0.00047478375922760786,0.13419567170042573,0.12585594207379971,0
2024-04-25,488.6509678289955,493.6336026966789,486.99661200395565,492.87005615234375,69122400,SPY,-0.0038061594070710855,0.1379878037930554,0.12075650164439189,0
2024-04-26,495.6697122024128,499.1252537407124,495.0334284387707,497.5394287109375,64306100,SPY,0.009429245632898127,0.1095378105851962,0.12723501156017883,0
2024-04-29,499.33081866062173,499.9769010603671,496.55072552691377,499.30145263671875,46415400,SPY,0.0035352197002878416,0.10391337455353278,0.12844001077729028,0
2024-04-30,497.83313467029427,498.8120420500729,491.3919372558594,491.3919372558594,77483600,SPY,-0.015967974597117032,0.15070006597303462,0.1377673896908701,0
2024-05-01,490.80459911500014,497.47095614792755,489.3264393749632,489.79632568359375,80242800,SPY,-0.0032524094286228377,0.15084971876778003,0.1374809489460348,0
2024-05-02,493.516150718059,495.2194698771777,489.0131707855575,494.3775939941406,62550200,SPY,0.009309942702263554,0.16870585192226042,0.1371554240406225,0
2024-05-03,500.37832197197366,501.7389877556503,497.83315669716075,500.5055847167969,72756700,SPY,0.012319171442962728,0.17914701591339724,0.13939097570502335,0
2024-05-06,502.91363799336517,505.7132986021477,502.4731177477603,505.6741638183594,47264700,SPY,0.010273759874473123,0.19072090356242846,0.14471256093687787,0
2024-05-07,506.6432715629709,507.63197751857143,505.5566987742017,506.2321472167969,52561300,SPY,0.0011028361991745,0.10611303868278917,0.144706006854414,0
2024-05-08,504.3918133863561,506.81948450790213,504.2743492835563,506.2810974121094,42047200,SPY,9.669047908317139e-05,0.08911630119535355,0.13994610029742383,0
2024-05-09,506.46714242251056,509.23746724174026,505.8112911588816,509.1982727050781,43643700,SPY,0.00574543098258157,0.08587298994670993,0.13886995510524183,0
2024-05-10,510.80372914201587,511.61623911063947,508.6305831328405,509.8542175292969,52233200,SPY,0.0012873623706261847,0.0677917782595789,0.12848117277458151,0
2024-05-13,511.53776723906657,511.645432696488,508.7772416401531,509.92254638671875,36716400,SPY,0.00013400748073867178,0.03715427343277666,0.11817196002250277,0
2024-05-14,510.1183975334321,512.7810566084371,509.5800104376199,512.26220703125,57535900,SPY,0.0045777727021155,0.04170457272445347,0.11789179577854457,0
2024-05-15,514.7388946424787,518.8992510906287,514.1025809336553,518.6055908203125,59504900,SPY,0.01230703659154253,0.075886291121583,0.1195305038178733,0
2024-05-16,518.7034764563527,520.3088989892751,517.3917142043874,517.53857421875,50244800,SPY,-0.002059591733946232,0.08893479990487084,0.11953036475341432,0
2024-05-17,517.6560166666146,518.3510624255979,516.1974542090975,518.2825317382812,59187600,SPY,0.0014364597191102925,0.08873365323633173,0.11161747518212804,0
2024-05-20,518.399983619737,520.3479997283454,518.0083967722392,518.879638671875,37764200,SPY,0.0011514245632907216,0.08673317521493673,0.10968467233102965,0
2024-05-21,518.1160157137743,520.3087582153455,517.910423698845,520.152099609375,33437000,SPY,0.0024493218575749143,0.08635547311746966,0.1045817254083483,0
2024-05-22,519.4572522789621,520.1718355844711,516.4715368155097,518.654541015625,48390000,SPY,-0.002883230762338955,0.037179514626791164,0.10582618424854535,0
2024-05-23,521.718563447193,521.82622893288,513.6523154476542,514.8662109375,57211200,SPY,-0.00733095496587038,0.06452361097693987,0.10923459587175423,0
2024-05-24,516.7162769685657,519.0852760314796,515.7667654147743,518.2727661132812,41291100,SPY,0.006594596849019401,0.08432543697080579,0.10718479920454314,0
2024-05-28,519.0852065742038,519.3201347726647,515.9918259671035,518.6348876953125,36269600,SPY,0.0006984645072741422,0.08399517685491467,0.10713339100442502,0
2024-05-29,514.5920494378546,516.1876733248712,514.2885905251699,515.003173828125,45190300,SPY,-0.007027080264985253,0.09243373789539501,0.09081404127996631,0
2024-05-30,513.4565079924353,514.1221578280299,510.33379112165585,511.5867614746094,46377600,SPY,-0.006655870759008942,0.09841798585779914,0.09433251900471443,0
2024-05-31,512.5461599640777,516.373661669616,507.42643355259685,516.2463989257812,90785800,SPY,0.009066976145689673,0.11730867421886627,0.0940924655450987,0
2024-06-03,517.8615342459523,518.145395840209,511.57690666155213,516.667236328125,46835700,SPY,0.0008148550106539194,0.1050351170286727,0.08615125426971389,0
2024-06-04,515.3555890163468,517.9888521983294,513.8872279798754,517.244873046875,34632700,SPY,0.0011173808172134313,0.10540797736979095,0.07980613275951863,0
2024-06-05,519.574631475195,523.4119312490825,517.5776224033007,523.392333984375,47610400,SPY,0.011814938784735909,0.1165987672422436,0.08835609746246723,0
2024-06-06,523.6958869473458,524.1266086139946,521.4444117684961,523.3826293945312,30808500,SPY,-1.8541883754444507e-05,0.08687133175921277,0.0883841988397089,0
2024-06-07,522.4037454552046,525.5656572802073,521.3073738449024,522.7463989257812,43224500,SPY,-0.0012163519603582622,0.08387755912070545,0.08756812661379712,0
2024-06-10,521.9338399994415,524.6845674016187,521.3367208253204,524.3615112304688,35686100,SPY,0.003084903800058827,0.082537653192718,0.08779333311969151,0
2024-06-11,522.80507058457,525.6830606660559,520.8276585615498,525.6243286132812,36383400,SPY,0.002405400042125278,0.08122568295481576,0.0877281433323425,0
2024-06-12,530.2056082912144,532.6430781044711,528.9036447482033,529.9412841796875,63251300,SPY,0.008179462427316637,0.05765355502853612,0.09028930774337939,0
2024-06-13,531.6936700995442,531.8698662922635,528.2087615431724,531.0084228515625,44760900,SPY,0.002011667517655246,0.05376561665582857,0.08117861367374984,0
2024-06-14,529.4714728215465,531.3607570534568,528.4631694567662,531.3314208984375,40089900,SPY,0.0006080880025882705,0.04597654571070448,0.08031356517790963,0
2024-06-17,530.646166931424,536.9601319299801,530.1860493613389,535.5602416992188,55839500,SPY,0.007927408368206806,0.056481483384698876,0.08367815595676281,0
2024-06-18,535.618934894809,537.0481611765176,535.1980118918142,536.9208984375,41376400,SPY,0.002537401204362439,0.05622053828230967,0.08371551972002118,0
2024-06-20,537.8508164181325,538.5164661964561,533.6806618603835,535.4622802734375,70328200,SPY,-0.0027203318599642646,0.061284403121280064,0.08510873962278104,0
2024-06-21,534.636494014271,535.8640759164524,533.2812387990208,534.7445068359375,64338600,SPY,-0.001341373562135324,0.06594138758439039,0.08423897453233996,0
2024-06-24,534.5676749075179,537.1406814551851,532.8883214982557,533.0061645507812,45528700,SPY,-0.003256085652912505,0.07407760703637484,0.07967367836904818,0
2024-06-25,534.2338154405055,535.4221363045356,532.7116258646143,535.0587768554688,37936200,SPY,0.003843614282450837,0.05072262251055975,0.07802793620348361,0
2024-06-26,533.9391352589275,536.4433900198844,533.2909984741738,535.7265014648438,38550600,SPY,0.0012471682408116101,0.04705022312741841,0.07796872115220368,0
2024-06-27,535.589040487199,537.1505509580609,534.8426611396433,536.5711059570312,35041500,SPY,0.001575317637580552,0.043731277669973534,0.07097951147978489,0
2024-06-28,537.3469307192006,540.4110302137201,533.2124733406529,534.4596557617188,76144500,SPY,-0.003942842738351818,0.053186558721495344,0.06711339443874158,0
2024-07-01,535.8443476992247,536.08986404863,532.7901386983468,535.5595703125,40297800,SPY,0.0020558788316885758,0.046291983201156614,0.06200024061625247,0
2024-07-02,533.9489922304165,539.1637573242188,533.8999009464727,539.1637573242188,40434800,SPY,0.00670721557957265,0.05998492910705271,0.06420148689412716,0
